PDS,ANZ_S,RTS_E28010.0,RTS_E28010.1,RTS_E28010.3,RTS_E28010.3.MW_A_PR,RTS_E28010.3.MW_M_PR,RTS_E28010.3.MW_A_PW,RTS_E28010.3.MW_M_PW,RTS_E28010.4,RTS_E28010.4.MW_A_PR,RTS_E28010.4.MW_M_PR,RTS_E28010.4.MW_A_PW,RTS_E28010.4.MW_M_PW,RTS_E28010.9,RTS_E28020.0,RTS_E28020.1,RTS_E28020.3,RTS_E28020.3.MW_A_PR,RTS_E28020.3.MW_M_PR,RTS_E28020.3.MW_A_PW,RTS_E28020.3.MW_M_PW,RTS_E28020.4,RTS_E28020.4.MW_A_PR,RTS_E28020.4.MW_M_PR,RTS_E28020.4.MW_A_PW,RTS_E28020.4.MW_M_PW,RTS_E28020.9,RTS_E28030.0,RTS_E28030.1,RTS_E28030.3,RTS_E28030.3.MW_A_PR,RTS_E28030.3.MW_M_PR,RTS_E28030.3.MW_A_PW,RTS_E28030.3.MW_M_PW,RTS_E28030.4,RTS_E28030.4.MW_A_PR,RTS_E28030.4.MW_M_PR,RTS_E28030.4.MW_A_PW,RTS_E28030.4.MW_M_PW,RTS_E28030.9,RTS_E28040.0,RTS_E28040.1,RTS_E28040.3,RTS_E28040.3.MW_A_PR,RTS_E28040.3.MW_M_PR,RTS_E28040.3.MW_A_PW,RTS_E28040.3.MW_M_PW,RTS_E28040.4,RTS_E28040.4.MW_A_PR,RTS_E28040.4.MW_M_PR,RTS_E28040.4.MW_A_PW,RTS_E28040.4.MW_M_PW,RTS_E28040.9,RTS_E28050.0,RTS_E28050.1,RTS_E28050.3,RTS_E28050.3.MW_A_PR,RTS_E28050.3.MW_M_PR,RTS_E28050.3.MW_A_PW,RTS_E28050.3.MW_M_PW,RTS_E28050.4,RTS_E28050.4.MW_A_PR,RTS_E28050.4.MW_M_PR,RTS_E28050.4.MW_A_PW,RTS_E28050.4.MW_M_PW,RTS_E28050.9,RTS_E28060.0,RTS_E28060.1,RTS_E28060.3,RTS_E28060.3.MW_A_PR,RTS_E28060.3.MW_M_PR,RTS_E28060.3.MW_A_PW,RTS_E28060.3.MW_M_PW,RTS_E28060.4,RTS_E28060.4.MW_A_PR,RTS_E28060.4.MW_M_PR,RTS_E28060.4.MW_A_PW,RTS_E28060.4.MW_M_PW,RTS_E28060.9,RTS_E28070.0,RTS_E28070.1,RTS_E28070.3,RTS_E28070.3.MW_A_PR,RTS_E28070.3.MW_M_PR,RTS_E28070.3.MW_A_PW,RTS_E28070.3.MW_M_PW,RTS_E28070.4,RTS_E28070.4.MW_A_PR,RTS_E28070.4.MW_M_PR,RTS_E28070.4.MW_A_PW,RTS_E28070.4.MW_M_PW,RTS_E28070.9,RTS_E28080.0,RTS_E28080.1,RTS_E28080.3,RTS_E28080.3.MW_A_PR,RTS_E28080.3.MW_M_PR,RTS_E28080.3.MW_A_PW,RTS_E28080.3.MW_M_PW,RTS_E28080.4,RTS_E28080.4.MW_A_PR,RTS_E28080.4.MW_M_PR,RTS_E28080.4.MW_A_PW,RTS_E28080.4.MW_M_PW,RTS_E28080.9,RTS_E28090.0,RTS_E28090.1,RTS_E28090.3,RTS_E28090.3.MW_A_PR,RTS_E28090.3.MW_M_PR,RTS_E28090.3.MW_A_PW,RTS_E28090.3.MW_M_PW,RTS_E28090.4,RTS_E28090.4.MW_A_PR,RTS_E28090.4.MW_M_PR,RTS_E28090.4.MW_A_PW,RTS_E28090.4.MW_M_PW,RTS_E28090.9,RTS_E28100.0,RTS_E28100.1,RTS_E28100.3,RTS_E28100.3.MW_A_PR,RTS_E28100.3.MW_M_PR,RTS_E28100.3.MW_A_PW,RTS_E28100.3.MW_M_PW,RTS_E28100.4,RTS_E28100.4.MW_A_PR,RTS_E28100.4.MW_M_PR,RTS_E28100.4.MW_A_PW,RTS_E28100.4.MW_M_PW,RTS_E28100.9,RTS_E28110.0,RTS_E28110.1,RTS_E28110.3,RTS_E28110.3.MW_A_PR,RTS_E28110.3.MW_M_PR,RTS_E28110.3.MW_A_PW,RTS_E28110.3.MW_M_PW,RTS_E28110.4,RTS_E28110.4.MW_A_PR,RTS_E28110.4.MW_M_PR,RTS_E28110.4.MW_A_PW,RTS_E28110.4.MW_M_PW,RTS_E28110.9,RTS_E28120.0,RTS_E28120.1,RTS_E28120.3,RTS_E28120.3.MW_A_PR,RTS_E28120.3.MW_M_PR,RTS_E28120.3.MW_A_PW,RTS_E28120.3.MW_M_PW,RTS_E28120.4,RTS_E28120.4.MW_A_PR,RTS_E28120.4.MW_M_PR,RTS_E28120.4.MW_A_PW,RTS_E28120.4.MW_M_PW,RTS_E28120.9,RTS_E28130.0,RTS_E28130.1,RTS_E28130.3,RTS_E28130.3.MW_A_PR,RTS_E28130.3.MW_M_PR,RTS_E28130.3.MW_A_PW,RTS_E28130.3.MW_M_PW,RTS_E28130.4,RTS_E28130.4.MW_A_PR,RTS_E28130.4.MW_M_PR,RTS_E28130.4.MW_A_PW,RTS_E28130.4.MW_M_PW,RTS_E28130.9,RTS_E28140.0,RTS_E28140.1,RTS_E28140.3,RTS_E28140.3.MW_A_PR,RTS_E28140.3.MW_M_PR,RTS_E28140.3.MW_A_PW,RTS_E28140.3.MW_M_PW,RTS_E28140.4,RTS_E28140.4.MW_A_PR,RTS_E28140.4.MW_M_PR,RTS_E28140.4.MW_A_PW,RTS_E28140.4.MW_M_PW,RTS_E28140.9
1785026,94,,1,5,"21,4",672,"5,126864","161,212974",88,"41,431818","1500,795455","10,002118","360,770331",,,83,4,5,"157,5","1,409723","43,895834",7,14,"756,428571","3,345013","175,756704",,,2,4,"6,75","202,5","1,75","52,5",88,"18,261364","556,193182","4,293294","130,763042",,1,70,15,"13,2",481,"2,6721","97,600626",8,"16,25","575,625","3,796862","135,106499",,52,42,,,,,,,,,,,,22,34,19,"11,736842","205,263158","2,872504","50,789618",19,"22,684211","407,631579","5,47606","98,272865",,14,,15,1,60,",251141","15,068468",65,2,120,",493962","29,637731",,1,31,34,"2,882353","130,588235",",796899","36,109028",28,"4,035714","193,392857",",900658","43,172152",,5,4,3,"1,666667",95,",357542","20,406061",82,"3,817073","241,463415",",945257","59,794282",,89,4,1,6,270,"1,02439","46,097561",,,,,,,15,39,22,5,225,"1,143869","51,474097",18,"6,777778",305,"1,508121","67,865425",,74,15,3,3,180,",712963","42,777778",2,4,240,",604546","36,272728",,,,,,,,,94,"3,382979","135,106383",",840577","34,031604",,76,,,,,,,18,1,15,",249096","3,736436",
1785027,226,,,3,"23,333333",825,"4,239084","149,760581",223,"53,336323","1926,591928","11,419867","413,801949",,69,102,4,"3,5","198,75",",808449","42,604167",51,"15,058824","1071,176471","2,77344","203,93395",,65,23,8,"7,125",255,"1,455591","51,458418",130,"28,538462","743,461538","5,778248","152,637297",,70,108,24,"10,791667","468,75","2,265916","96,9553",24,"18,833333","726,875","4,081063","158,45956",,137,83,5,"32,4",1188,"6,301233","232,074898",1,39,1770,7,"317,692308",,48,54,68,"12,75","235,808824","2,688162","49,801349",56,"20,071429","420,446429","4,177783","85,749396",,187,,23,1,60,",239467","14,368023",16,"3,0625","183,75",",633278","37,99668",,,21,31,"5,612903","126,290323","1,322962","30,709938",174,"10,804598","343,074713","2,320975","74,689949",,50,67,36,"2,527778","92,083333",",561434","20,534949",73,"12,794521","419,246575","2,632794","87,21272",,71,79,31,5,"235,16129","1,053489","49,495908",45,"9,866667","463,333333","2,152947","101,484133",,130,22,5,"4,6",222,",937964","46,321767",69,"8,304348","472,608696","1,849268","104,928297",,204,5,12,"3,666667",165,",967025","43,516116",5,"7,8",351,"1,515831","68,212393",,141,,51,1,30,",209015","6,270464",34,"2,235294","69,264706",",479358","14,785412",,224,,,,,,,2,1,"37,5",",188307","7,456959",
1785028,273,,14,31,"22,419355","650,322581","5,393134","155,911405",228,"38,587719","1236,315789","9,709033","310,847625",,16,84,72,"5,138889","159,583333","1,336662","41,239526",101,"21,475248","617,970297","5,382246","154,757783",,81,20,12,"5,666667","182,5","1,481146","48,128813",160,"14,9125","610,125","3,638212","150,564616",,17,106,66,"9,272727","393,181818","2,337035","99,834591",84,"14,607143","649,642857","3,623188","160,340532",,180,87,5,"31,6",1086,"7,06785","247,361789",1,65,2130,"11,097561","363,658537",,4,48,61,"9,622951","197,131148","2,447486","49,835374",160,"18,2875","412,09375","4,514821","100,926982",,107,,4,1,60,",293217","17,592996",162,"2,049383","122,962963",",541878","32,512659",,,24,67,"5,19403","125,074627","1,447051","34,649542",182,"10,258242","240,32967","2,60919","60,702254",,73,149,7,"2,428571","90,714286",",57115","21,764132",44,"3,818182","237,386364",",964287","59,790097",,84,101,29,"3,655172","189,310345",",95653","49,617742",59,"7,135593","420,254237","1,79551","106,265662",,101,14,30,"4,9",228,"1,105904","51,004651",128,"7,523438","381,015625","1,992143","100,174468",,251,9,13,3,180,",795533","47,732002",,,,,,,,25,53,"3,132075","33,584906",",80961","8,888555",195,"5,107692","87,333333","1,255153","21,875853",,2,,,,,,,271,"1,885609","40,95941",",479057","10,364896",
1785029,74,,,,,,,,74,"55,77027","2166,081081","14,012324","545,153991",,72,2,,,,,,,,,,,,,28,7,7,180,"1,925789","50,417351",39,"15,230769","496,538462","3,658496","118,408844",,14,29,17,"8,058824","397,941176","2,049805","101,121103",14,"12,571429","635,357143","3,02589","153,583417",,43,30,1,28,1110,"5,297297",210,,,,,,,25,14,11,"7,545455","226,363636","1,788552","53,656559",24,"11,041667","331,25","2,724511","81,735334",,74,,,,,,,,,,,,,2,29,30,"2,966667","113,5",",734815","28,052726",13,"4,153846","183,461538","1,019764","45,084991",,72,1,,,,,,1,4,180,"1,037037","46,666667",,2,57,6,"4,333333",205,"1,060495","50,326748",9,"6,444444","321,666667","1,609791","80,490102",,37,26,10,"3,9","184,5",",936785","44,603597",1,6,360,"1,555556","93,333333",,63,3,3,3,180,",768519","46,111111",5,4,240,",994585","59,675096",,,,5,1,30,",283683","8,51048",69,"3,623188","132,608696",",892114","32,42302",,73,,,,,,,1,1,30,",259259","7,777778",
1785030,91,,3,2,26,780,"4,452206","133,566177",86,"45,406977","1500,348837","12,429665","412,665515",,3,7,4,"7,5","213,75","1,579146","43,25674",77,"12,051948","405,519481","3,378782","115,090849",,10,3,20,"2,9","157,5",",840916","45,632732",58,"7,344828","335,689655","1,854642","86,873089",,2,8,6,9,320,"2,953395","106,101852",75,"17,026667","623,6","4,608462","168,425885",,39,27,6,"34,5",1060,"8,404957","257,295752",19,"45,736842","1473,157895","12,542016","403,394797",,12,4,22,"5,954545","173,181818","1,732795","50,759778",53,13,"380,377358","3,549574","103,985477",,6,,,,,,,85,"1,011765","91,058824",",290753","26,16782",,,3,6,2,120,",550342","33,020479",82,"4,914634","269,329268","1,42239","77,764403",,17,9,2,1,90,",369445","33,25",63,"2,47619","176,190476",",723348","51,407095",,2,11,18,"3,333333","198,333333",",801736","47,761004",60,"6,383333",403,"1,846242","115,595956",,20,21,29,"5,241379","182,068966","1,467546","49,284817",21,"4,761905","227,142857","1,548341","73,43752",,76,6,3,2,180,",7",63,6,3,270,",787303","70,85729",,3,,8,1,30,",320643","9,619281",80,"3,1625","124,5",",882062","34,644031",,1,,,,,,,90,"1,133333","35,666667",",330016","10,516111",
1785031,84,,,,,,,,84,"68,654762","2575,535714","13,424664","505,177077",,,23,12,"6,583333","228,75","1,182467","41,243713",49,"15,102041","541,632653","2,815521","101,113052",,2,4,6,"5,833333","247,5","1,132616","48,731833",72,"13,513889","606,527778","2,592787","116,856491",,7,20,19,"12,263158","536,052632","2,32911","102,07833",38,"20,684211","890,263158","3,62189","156,049213",,24,54,6,"28,166667","1185,833333","5,158959","217,856951",,,,,,,17,44,11,"9,090909","274,545455","1,684009","50,103327",12,"15,416667","507,5","2,832108","92,498371",,24,31,,,,,,29,"2,034483","101,724138",",408324","20,416187",,,,2,4,"122,5","1,034947","32,436156",82,"11,012195","327,317073","2,221802","67,085827",,29,18,5,2,93,",389352","17,788093",32,"3,90625","218,59375",",79069","44,531379",,4,18,10,"5,4",259,",995296","48,521036",52,"11,134615","563,846154","2,109754","106,929494",,,11,13,"6,692308","319,230769","1,056163","50,193992",60,"10,733333","514,5","2,124906","101,971372",,23,33,10,2,"139,5",",411676","28,426183",18,"3,222222","225,833333",",661765","46,434489",,,,13,"1,076923",35,",234376","7,74349",71,"4,28169","135,352113",",849068","27,281873",,8,,,,,,,76,"1,407895","68,486842",",29169","14,32736",
1785032,166,,,1,32,950,"5,463415","162,195122",165,"47,454545","1931,939394","12,380732","505,289582",,,6,4,"6,25","192,5","1,31151","40,508343",156,"27,910256","595,99359","7,424241","159,423825",,4,68,9,"6,555556","196,666667","1,662109","49,863261",85,"16,952941","508,588235","4,266309","127,989282",,,74,45,"12,911111","399,333333","3,261531","100,860602",47,"18,404255","638,297872","4,691911","161,81456",,87,75,3,"23,333333",820,"6,602657","231,931361",1,36,1230,"9,333333","318,888889",,66,24,24,"10,833333","177,083333","2,932765","47,343479",52,"20,788462","415,576923","5,18626","103,461454",,58,,6,1,60,",313606","18,816341",102,"2,696078","161,764706",",722546","43,352737",,10,46,41,"2,02439","115,97561",",556961","31,910721",69,"3,202899","176,304348",",847314","46,711322",,,90,2,3,100,",594807","19,826908",74,"3,567568","160,405405",",920068","41,379029",,22,94,35,"3,6",180,",937459","47,246293",15,"4,6",256,"1,170464","65,476688",,56,21,36,"5,25","170,833333","1,426454","46,750593",53,"8,150943","301,698113","2,206916","81,867957",,135,6,5,3,180,",843913","50,634753",20,"5,3",318,"1,373248","82,394866",,2,,21,1,30,",287079","8,612373",143,"2,636364","99,86014",",704502","26,456402",,47,,,,,,,119,"1,151261","19,957983",",312444","5,37956",
1785033,48,,1,6,"20,833333",625,"5,387913","161,637377",41,"47,536585","1524,268293","11,185711","360,01558",,,26,4,"3,5","161,25",",869056","39,862256",18,"6,666667","485,555556","1,881703","131,280193",,10,3,3,"4,666667","171,666667","1,145824","44,399419",32,"15,40625","727,8125","3,664848","173,459773",,8,10,8,"9,875","406,875","2,259851","93,484346",22,"15,818182","634,772727","4,02792","161,272801",,24,21,1,37,1650,"6,317073","281,707317",2,"73,5",2910,"13,638451","539,537303",,20,8,7,"10,285714","208,571429","2,574158","52,757667",13,"16,538462",380,"4,148947","94,412848",,13,,15,1,60,",247615","14,856936",20,2,120,",523169","31,3901",,,,1,6,130,"2,1","45,5",47,9,"249,574468","2,236033","63,436419",,19,10,2,1,90,",288721","25,984849",17,3,"207,352941",",761127","52,213992",,25,11,2,"3,5",240,",686089","48,94309",10,"5,5",339,"1,468831","89,417468",,17,19,9,"6,666667",240,"1,412968","49,946118",3,"8,666667",260,"2,068991","62,069717",,48,,,,,,,,,,,,,8,,11,1,30,",270492","8,114759",29,"1,827586","83,448276",",447589","20,687635",,,1,,,,,,47,"1,638298","64,468085",",418765","16,431698",
1785034,61,,4,5,20,606,"4,409295","134,378855",52,"46,134615","1363,846154","10,719623","319,029038",,1,4,5,"3,8",168,",980443","42,281562",51,"14,137255","545,294118","3,249251","126,171662",,2,23,5,9,288,"1,685614","54,662305",31,"15,258065","432,580645","3,628198","100,444979",,4,16,16,15,"513,75","2,985566","103,613131",25,"16,56","577,2","4,119789","145,432514",,23,36,1,15,840,"5,25",294,1,35,1830,"7,424242","388,181818",,2,10,10,"5,9",168,"1,638947","47,315459",39,"22,820513","560,769231","4,911852","120,845956",,10,,16,1,60,",306768","18,406057",35,"2,514286","150,857143",",570824","34,249451",,13,9,10,"2,1","120,5",",559388","32,430949",29,"4,068966",240,",922829","54,134308",,5,9,,,,,,47,"2,382979","250,212766",",601638","63,781818",,28,19,7,"2,571429","154,285714",",728758","43,72549",7,"4,142857","248,571429","1,229182","73,750936",,10,12,12,"5,083333","276,666667",",952805","51,607182",27,"5,814815","323,703704","1,492335","84,006637",,61,,,,,,,,,,,,,3,,3,1,30,",265151","7,954545",55,"2,236364","89,454545",",554811","22,453134",,20,,,,,,,41,1,"22,317073",",262808","5,945389",
1785035,34,,,,,,,,34,"82,382353","2541,617647","17,20499","527,209753",,21,13,,,,,,,,,,,,,8,2,"11,5",345,"1,653509","49,605263",24,"24,208333","676,875","4,615801","130,660416",,,26,4,"12,5",495,"2,496013","97,373923",4,"23,25","862,5","3,523004","129,301343",,1,33,,,,,,,,,,,,1,9,8,"10,25","231,25","2,236852","50,949537",16,"20,5625","547,5","4,103259","108,339284",,12,,22,1,60,",229847","13,790806",,,,,,,,,,,,,,34,"10,617647","318,676471","2,339129","72,707588",,,4,10,2,90,",534258","24,041597",20,"3,05","142,5",",664713","30,753809",,13,6,7,"4,285714","248,571429",",898256","51,752484",8,"3,875","232,5","1,160093","69,605556",,13,6,6,6,210,"1,507906","53,61258",9,"10,777778","353,333333","2,07677","68,636246",,32,2,,,,,,,,,,,,,,1,1,30,",35","10,5",33,3,"115,909091",",642253","25,339141",,2,,,,,,,32,"1,0625","15,9375",",2477","3,715509",
1785036,159,,3,9,"17,777778","533,333333","5,244239","157,327161",147,"40,183673","1338,367347","11,842625","394,429492",,,33,11,"4,545455","133,636364","1,37007","39,335511",115,"8,930435","286,173913","2,669894","84,703903",,28,5,9,"5,444444","163,333333","1,646026","49,38079",117,"8,940171","268,461538","2,614512","78,501831",,39,11,33,"10,606061",370,"3,073997","108,704895",76,"10,894737",495,"3,185144","146,800217",,95,35,5,"34,6",1038,"8,976567","269,297019",24,"36,666667",1100,"10,196235","305,887061",,31,23,13,"11,846154","188,076923","3,206673","49,946179",92,"14,793478","341,413043","4,322984","100,010638",,10,,,,,,,149,1,90,",308345","27,751063",,,1,2,2,"112,5",",60926","34,611111",156,"5,346154","267,5","1,644479","82,262349",,1,15,2,2,90,",7","31,5",141,"2,304965","146,808511",",702553","44,67411",,4,13,34,"2,735294","164,558824",",755543","45,486977",108,"5,361111","297,5","1,622003","90,726665",,95,9,7,"4,571429","194,285714","1,262963","53,87037",48,"5,479167","241,875","1,689128","74,370138",,101,9,23,2,150,",690804","51,810323",26,3,225,",861794","64,634537",,,,,,,,,159,"3,528302","151,792453","1,088226","46,559786",,23,,,,,,,136,"1,279412","19,191176",",390245","5,853671",
1785037,263,,1,2,27,"802,5","5,565972","165,520834",260,"59,030769","1815,307692","13,916943","427,186225",,,62,126,"9,65873","145,952381","2,587926","39,057153",75,"18,786667","586,533333","4,678501","145,183447",,27,49,7,"7,428571","227,142857","1,631277","49,895983",180,"13,766667","611,5","3,062568","137,312738",,7,155,31,"13,032258","453,870968","2,898697","101,985842",70,"22,628571","750,642857","4,774809","159,513455",,119,143,1,49,1470,"8,365854","250,97561",,,,,,,110,45,35,"6,571429","216,857143","1,481603","48,806071",73,"11,808219","426,575342","2,712568","97,640362",,72,,,,,,,191,1,90,",245516","22,096474",,4,2,2,4,145,",851852","30,87963",255,"5,670588","273,294118","1,391168","66,950381",,6,12,1,2,90,",411765","18,529412",244,"3,155738","249,590164",",773128","60,840846",,9,207,19,"5,473684","228,157895","1,196651","50,365363",28,"7,607143","389,464286","1,669447","84,504758",,100,43,29,"3,689655","216,206897",",814713","47,67983",91,"6,692308","400,21978","1,581627","94,672461",,255,1,3,3,180,",718519","43,111111",4,5,300,"1,448802","86,928104",,9,,2,1,30,",259259","7,777778",252,"1,956349","103,095238",",482161","25,338723",,8,,,,,,,255,"1,47451","41,588235",",353054","9,975782",
1785038,118,,,,,,,,118,"46,389831","1388,008475","12,817424","383,698201",,,28,14,"12,071429","174,285714","3,110738","44,332507",76,"18,421053","372,236842","5,276825","105,261021",,,3,,,,,,115,"12,643478","476,347826","3,505151","132,646218",,17,15,56,"6,125","361,607143","1,716709","101,426162",30,"8,233333",485,"2,228619","131,423964",,69,49,,,,,,,,,,,,4,3,13,7,"195,384615","1,79834","51,128411",98,"16,091837","414,489796","4,411655","114,092361",,8,,4,1,60,",314352","18,861111",106,2,120,",571113","34,266761",,,,1,4,120,"1,076923","32,307692",117,"7,478632","304,65812","2,123847","86,379228",,,9,37,2,90,",56699","25,514551",72,"3,847222","257,083333","1,093003","73,052687",,8,55,34,"2,058824",180,",533217","47,401995",21,"3,571429","244,285714","1,056576","74,464943",,23,2,16,"5,375","189,375","1,467652","51,820442",77,"7,168831","245,064935","2,019628","69,26765",,118,,,,,,,,,,,,,,,26,1,30,",302656","9,079671",92,"2,315217","98,478261",",638309","27,189791",,55,,,,,,,63,"1,301587","19,84127",",375916","5,727509",
1785039,135,,1,,,,,,134,"45,895522","1544,664179","11,650005","391,730727",,1,9,21,"5,666667","178,571429","1,371493","42,191514",104,"8,346154","346,153846","2,200263","91,19167",,4,14,20,"5,85",201,"1,457151","49,706863",97,"10,989691","437,628866","2,85609","113,410255",,1,24,32,"7,75","377,8125","2,112357","103,610078",78,"13,807692","643,846154","3,306673","155,511645",,85,40,4,"24,5",1125,"5,938181","272,450981",6,"43,166667",2200,"10,584887","539,463908",,,2,17,"9,647059","192,941176","2,563677","51,273544",116,"18,896552","383,534483","4,678829","94,964621",,12,,22,1,60,",284011","17,040676",101,"2,594059","155,643564",",654669","39,280139",,1,7,14,2,"110,357143",",583334","32,208333",113,"4,123894","234,690265","1,060473","60,326772",,16,25,6,"2,166667","92,5",",609691","25,914322",88,"3,204545","205,738636",",827136","52,209204",,5,41,23,"3,043478","183,913043",",773432","46,744984",66,"5,015152","314,545455","1,282988","80,612197",,11,52,34,"5,823529","204,705882","1,387062","49,216014",38,"7,631579","259,736842","1,990552","67,960667",,123,,10,3,180,",768599","46,115932",2,"4,5",285,"1,025253","65,40404",,3,,7,1,30,",264597","7,937909",125,"4,056","188,64","1,05293","49,138341",,10,,,,,,,125,2,"30,6",",51965","7,887959",
1785040,266,,,,,,,,266,"51,601504","1656,766917","14,028838","449,930863",,,4,62,"9,887097","194,758065","2,272075","44,864861",200,"11,195","264,675","3,171106","72,339478",,17,66,36,"5,916667",180,"1,581718","48,259234",147,"17,557823","597,142857","4,305448","146,140171",,,99,74,"12,013514","378,243243","3,181745","100,503868",93,"16,569892",540,"4,561419","149,193557",,119,136,9,33,"1036,666667","7,381522","231,344651",2,"51,5",1665,"11,302439","381,073171",,127,82,28,"6,25","187,5","1,620601","48,618032",29,"15,344828","477,931034","3,591547","111,838808",,11,,59,1,60,",289674","17,380467",196,"2,387755","143,265306",",68521","41,112577",,1,31,87,"2,942529","134,137931",",853271","38,94184",147,"4,170068","203,061224","1,211725","58,926493",,70,35,3,"2,666667",90,",563156","20,394679",158,"3,107595","185,506329",",876089","52,556343",,10,107,14,"6,285714",225,"1,408989","49,692943",135,"6,481481","316,444444","1,847782","90,904063",,99,50,72,"3,013889","180,833333",",759347","45,560848",45,"3,622222","217,333333","1,107411","66,444634",,210,10,9,3,180,",905679","54,340741",37,"4,972973","298,378378","1,366709","82,002564",,9,,5,1,30,",288019","8,640557",252,"2,813492","149,047619",",789423","42,221251",,37,,,,,,,229,"1,061135","32,358079",",308246","9,378236",
1785041,209,,2,,,,,,207,"29,154589","1682,463768","6,443918","372,440794",,3,49,50,"6,92","218,1","1,391752","43,58602",107,"7,990654","255,420561","1,952668","62,420664",,72,11,4,4,"232,5",",750327","42,919623",122,"14,860656","828,688525","3,097986","173,540655",,3,11,31,"13,548387","523,548387","2,668185","103,627805",164,"21,054878","828,658537","4,74142","187,041681",,93,109,7,"24,857143","1294,285714","4,364301","225,720458",,,,,,,10,9,19,"7,684211","230,526316","1,738359","52,150759",171,"14,988304","449,649123","3,383535","101,506055",,39,,,,,,,170,2,90,",471441","21,214836",,,34,35,3,"128,142857",",680586","29,137602",140,"4,678571","208,928571","1,125697","50,163024",,32,152,20,2,90,",472039","21,241732",5,"3,4",132,",750739","29,375429",,12,166,12,"3,333333",200,",784187","47,051226",19,"4,789474","284,210526","1,303436","77,387422",,16,52,76,"7,736842","232,105263","1,704795","51,143861",65,"12,938462","388,153846","2,940832","88,224958",,180,4,14,3,180,",812903","48,774189",11,4,240,",828927","49,735597",,,,,,,,,209,"6,875598","215,956938","1,53574","49,258874",,5,,,,,,,204,"1,009804","30,294118",",23862","7,158603",
1785042,166,,1,10,"31,1",796,"6,355351","157,394917",155,"54,367742","1565,645161","11,971853","347,355614",,111,19,7,5,"196,428571","1,142801","41,716214",29,"65,206897","839,137931","12,105841","154,488423",,2,23,7,"7,428571","235,714286","1,74607","56,29878",134,"18,171642","656,007463","3,847009","140,445613",,27,109,24,"12,041667","405,625","2,808076","92,295495",6,"18,5",600,"4,267281","141,535026",,82,84,,,,,,,,,,,,8,47,39,"11,435897","227,307692","2,5469","50,194626",72,"21,541667","464,722222","4,780649","103,063762",,166,,,,,,,,,,,,,,13,49,"9,387755","123,673469","2,493304","32,926402",104,"12,240385","187,548077","2,67551","41,038365",,42,71,1,3,90,",512195","15,365854",52,"4,480769","248,653846",",944314","51,863469",,152,14,,,,,,,,,,,,89,13,17,"4,294118","250,588235",",821616","47,886982",47,"5,638298","324,893617","1,349539","77,768973",,158,2,2,3,180,",546875","32,8125",4,"4,5",270,",989785","59,387125",,,5,1,2,40,",583333","11,666667",160,"3,20625","98,9375",",7469","23,106604",,153,,,,,,,13,"1,230769","25,384615",",23053","4,795228",
1785043,32,,,,,,,,32,"38,21875","1875,46875","9,700908","465,977057",,,,1,6,170,"1,3125","37,1875",31,"18,096774","657,580645","4,145468","152,356394",,3,,,,,,,29,"29,551724","1147,758621","6,36903","250,95672",,25,3,4,12,"382,5","3,045343","95,992647",,,,,,,24,8,,,,,,,,,,,,7,15,2,"8,5",225,"1,654546","43,272728",8,"15,875",385,"3,388254","80,430312",,32,,,,,,,,,,,,,,20,6,"11,333333","113,333333","2,343468","23,43468",6,18,220,"3,231388","45,56956",,23,1,1,3,90,",65625","19,6875",7,"2,857143","167,142857",",629144","37,123663",,25,7,,,,,,,,,,,,18,1,1,4,150,"1,555556","58,333333",12,"7,833333","390,833333","1,959987","99,374763",,31,1,,,,,,,,,,,,2,,1,1,30,",259259","7,777778",29,"2,206897","96,724138",",564735","25,428232",,1,,,,,,,31,"1,548387","27,096774",",418816","7,35183",
1785044,106,,,,,,,,106,"55,396226","2706,698113","10,890377","534,71529",,1,88,4,5,"247,5",",894077","43,752948",13,"7,230769","473,076923","1,197932","77,524184",,,8,6,"8,666667",315,"1,430281","50,765488",92,"28,228261","1120,434783","5,405765","217,067667",,5,15,6,"7,333333",440,"1,606908","96,414475",80,"25,7375","1544,625","4,737996","284,37409",,47,44,13,"36,538462","1347,692308","6,530223","241,729961",2,"53,5","2077,5","7,905595","308,269231",,25,64,13,"7,923077","233,846154","1,614958","47,653144",4,"21,75",635,"2,909091","84,859849",,86,,9,1,60,",214539","12,872324",11,2,120,",440825","26,449493",,,3,3,"2,333333",125,",665432","36,425926",100,"5,93","313,2","1,176053","62,689832",,38,1,,,,,,67,"2,044776","180,895522",",42626","37,815905",,55,22,15,"3,666667","217,333333",",763645","45,442545",14,"4,928571","284,285714","1,236644","71,566247",,33,42,17,"3,882353","231,764706",",784328","46,909971",14,"4,857143","290,714286","1,162501","69,588793",,98,8,,,,,,,,,,,,10,,4,1,30,",204966","6,14899",92,"1,858696","86,73913",",371185","17,317607",,3,,,,,,,103,"1,165049","32,475728",",23412","6,597987",
