PDS,ANZ_S,RTS_E27120.0,RTS_E27120.1,RTS_E27120.3,RTS_E27120.3.MW_A_PR,RTS_E27120.3.MW_M_PR,RTS_E27120.3.MW_A_PW,RTS_E27120.3.MW_M_PW,RTS_E27120.4,RTS_E27120.4.MW_A_PR,RTS_E27120.4.MW_M_PR,RTS_E27120.4.MW_A_PW,RTS_E27120.4.MW_M_PW,RTS_E27120.9,RTS_E27110.0,RTS_E27110.1,RTS_E27110.3,RTS_E27110.3.MW_A_PR,RTS_E27110.3.MW_M_PR,RTS_E27110.3.MW_A_PW,RTS_E27110.3.MW_M_PW,RTS_E27110.4,RTS_E27110.4.MW_A_PR,RTS_E27110.4.MW_M_PR,RTS_E27110.4.MW_A_PW,RTS_E27110.4.MW_M_PW,RTS_E27110.9,RTS_E27100.0,RTS_E27100.1,RTS_E27100.3,RTS_E27100.3.MW_A_PR,RTS_E27100.3.MW_M_PR,RTS_E27100.3.MW_A_PW,RTS_E27100.3.MW_M_PW,RTS_E27100.4,RTS_E27100.4.MW_A_PR,RTS_E27100.4.MW_M_PR,RTS_E27100.4.MW_A_PW,RTS_E27100.4.MW_M_PW,RTS_E27100.9,RTS_E27090.0,RTS_E27090.1,RTS_E27090.3,RTS_E27090.3.MW_A_PR,RTS_E27090.3.MW_M_PR,RTS_E27090.3.MW_A_PW,RTS_E27090.3.MW_M_PW,RTS_E27090.4,RTS_E27090.4.MW_A_PR,RTS_E27090.4.MW_M_PR,RTS_E27090.4.MW_A_PW,RTS_E27090.4.MW_M_PW,RTS_E27090.9,RTS_E27080.0,RTS_E27080.1,RTS_E27080.3,RTS_E27080.3.MW_A_PR,RTS_E27080.3.MW_M_PR,RTS_E27080.3.MW_A_PW,RTS_E27080.3.MW_M_PW,RTS_E27080.4,RTS_E27080.4.MW_A_PR,RTS_E27080.4.MW_M_PR,RTS_E27080.4.MW_A_PW,RTS_E27080.4.MW_M_PW,RTS_E27080.9,RTS_E27070.0,RTS_E27070.1,RTS_E27070.3,RTS_E27070.3.MW_A_PR,RTS_E27070.3.MW_M_PR,RTS_E27070.3.MW_A_PW,RTS_E27070.3.MW_M_PW,RTS_E27070.4,RTS_E27070.4.MW_A_PR,RTS_E27070.4.MW_M_PR,RTS_E27070.4.MW_A_PW,RTS_E27070.4.MW_M_PW,RTS_E27070.9,RTS_E27060.0,RTS_E27060.1,RTS_E27060.3,RTS_E27060.3.MW_A_PR,RTS_E27060.3.MW_M_PR,RTS_E27060.3.MW_A_PW,RTS_E27060.3.MW_M_PW,RTS_E27060.4,RTS_E27060.4.MW_A_PR,RTS_E27060.4.MW_M_PR,RTS_E27060.4.MW_A_PW,RTS_E27060.4.MW_M_PW,RTS_E27060.9,RTS_E27050.0,RTS_E27050.1,RTS_E27050.3,RTS_E27050.3.MW_A_PR,RTS_E27050.3.MW_M_PR,RTS_E27050.3.MW_A_PW,RTS_E27050.3.MW_M_PW,RTS_E27050.4,RTS_E27050.4.MW_A_PR,RTS_E27050.4.MW_M_PR,RTS_E27050.4.MW_A_PW,RTS_E27050.4.MW_M_PW,RTS_E27050.9,RTS_E27040.0,RTS_E27040.1,RTS_E27040.3,RTS_E27040.3.MW_A_PR,RTS_E27040.3.MW_M_PR,RTS_E27040.3.MW_A_PW,RTS_E27040.3.MW_M_PW,RTS_E27040.4,RTS_E27040.4.MW_A_PR,RTS_E27040.4.MW_M_PR,RTS_E27040.4.MW_A_PW,RTS_E27040.4.MW_M_PW,RTS_E27040.9,RTS_E27030.0,RTS_E27030.1,RTS_E27030.3,RTS_E27030.3.MW_A_PR,RTS_E27030.3.MW_M_PR,RTS_E27030.3.MW_A_PW,RTS_E27030.3.MW_M_PW,RTS_E27030.4,RTS_E27030.4.MW_A_PR,RTS_E27030.4.MW_M_PR,RTS_E27030.4.MW_A_PW,RTS_E27030.4.MW_M_PW,RTS_E27030.9,RTS_E27020.0,RTS_E27020.1,RTS_E27020.3,RTS_E27020.3.MW_A_PR,RTS_E27020.3.MW_M_PR,RTS_E27020.3.MW_A_PW,RTS_E27020.3.MW_M_PW,RTS_E27020.4,RTS_E27020.4.MW_A_PR,RTS_E27020.4.MW_M_PR,RTS_E27020.4.MW_A_PW,RTS_E27020.4.MW_M_PW,RTS_E27020.9,RTS_E27010.0,RTS_E27010.1,RTS_E27010.3,RTS_E27010.3.MW_A_PR,RTS_E27010.3.MW_M_PR,RTS_E27010.3.MW_A_PW,RTS_E27010.3.MW_M_PW,RTS_E27010.4,RTS_E27010.4.MW_A_PR,RTS_E27010.4.MW_M_PR,RTS_E27010.4.MW_A_PW,RTS_E27010.4.MW_M_PW,RTS_E27010.9
1957333,120,120,,,,,,,,,,,,,,,,,,,,120,"7,191667","324,416667","2,016201","92,202538",,120,,,,,,,,,,,,,,,11,"5,545455","277,272727","1,042916","52,145801",109,"6,256881","312,844037","1,842136","92,106785",,,,,,,,,120,"5,883333","294,166667","1,652818","82,640922",,,,,,,,,120,"8,775","437,875","2,538442","126,630424",,,,,,,,,120,"13,141667","648,333333","3,741845","184,945749",,,,1,2,100,",482759","24,137931",119,"5,722689","286,134454","1,665726","83,286322",,120,,,,,,,,,,,,,,2,29,"11,482759","572,068966","2,567638","127,990195",89,"14,325843","691,629213","4,267547","206,625042",,,109,7,"7,857143","392,857143","1,692218","84,610883",4,8,400,"2,296296","114,814815",,,,3,15,750,"2,726608","136,330409",117,"17,299145","864,957265","4,875686","243,784304",
1957334,1088,7,,,,,,,1081,"1,840888","40,046253",",549344","11,931559",,,,,,,,,1088,"7,801471","220,574449","2,304751","65,324611",,889,74,44,3,180,",938851","56,331053",81,4,240,"1,136682","68,200943",,59,61,297,"2,794613","159,96633",",800804","45,711941",671,"5,438152","279,374069","1,614549","82,667652",,73,12,,,,,,1003,"4,386839","349,232303","1,285252","102,284381",,15,165,196,"5,846939","159,693878","1,809767","49,334419",712,"9,235955","397,801966","2,697558","115,874213",,70,15,46,"2,956522","88,913043",",956979","28,32503",957,"7,817137","321,812957","2,280896","94,220219",,12,11,34,1,90,",30556","27,500392",1031,"4,411251","287,167798","1,318568","85,862784",,328,589,3,"3,666667",95,"1,041358","26,898148",168,"7,797619","291,607143","2,293575","83,988168",,,7,61,"8,901639","379,180328","2,591762","110,743224",1020,"20,023529","796,691176","5,831484","232,203934",,225,133,367,"5,60218","221,961853","1,652393","65,802534",363,"12,721763","686,170799","3,668358","197,955851",,4,1,1,12,250,"4,2","87,5",1082,"27,731978","928,262477","8,095223","271,415396",
1957335,242,1,1,,,,,,240,"3,9375","84,666667","1,200369","25,849514",,32,1,,,,,,209,"2,971292","96,244019",",893758","29,148585",,200,15,8,"3,125",180,"1,029434","59,141026",19,4,240,"1,190013","71,40081",,24,42,31,"5,419355","162,580645","1,634206","49,026182",145,"11,862069","356,275862","3,536781","106,206882",,139,13,,,,,,90,"2,922222",125,",864542","36,895064",,,63,14,"2,785714","153,214286",",837057","45,501068",165,"3,89697","260,69697","1,173872","78,203656",,,5,4,"7,25",100,"2,219908","30,803241",233,"12,579399","322,832618","3,824633","98,626083",,3,8,5,1,90,",357778","32,2",226,"3,004425","223,672566",",906889","67,442372",,204,11,10,"2,6","82,5",",725955","22,945299",17,"7,352941",255,"2,290862","80,190696",,,1,1,11,330,"2,961538","88,846154",240,"23,658333","935,166667","7,081311","280,460468",,4,8,20,"5,85","177,75","1,670634","50,784755",210,"11,819048",418,"3,558196","125,566927",,1,,1,6,175,"2,1","61,25",240,"21,354167","637,729167","6,385769","190,725927",
1957336,487,9,,,,,,,478,"2,853556","42,803347",",833126","12,496893",,8,,4,2,30,",65463","9,819445",475,"6,031579","200,842105","1,728839","57,761657",,430,3,7,3,150,",887582","44,379085",47,"4,06383","211,914894","1,153932","60,229417",,144,31,92,"5,978261","209,673913","1,354372","47,938633",220,"6,463636","224,454545","2,052097","71,359816",,127,,,,,,,360,"3,277778","196,388889",",914259","54,781952",,1,65,3,"2,333333",140,",66617","37,292231",418,"3,72488","223,098086","1,081312","64,203094",,,,,,,,,487,"15,87269","472,977413","4,625622","137,89614",,29,113,38,2,90,",568511","25,583003",307,"3,263844","149,169381",",935047","42,790394",,384,40,35,"2,742857","82,285714",",732856","21,985683",28,"3,821429","114,642857","1,111295","33,338837",,,62,57,"8,22807","272,192982","2,386694","78,806737",368,"19,546196","660,720109","5,323684","180,148272",,54,7,32,"6,78125","297,65625","1,707274","74,670225",394,"14,357868","528,692893","4,049342","149,248216",,6,10,5,"9,6",300,"2,550858","78,574526",466,"16,594421","512,929185","4,631022","143,350931",
1957337,63,,,,,,,,63,"1,666667","42,142857",",546076","13,832672",,,,,,,,,63,"7,666667","314,047619","2,488281","101,814314",,45,5,1,3,180,"1,05",63,12,"4,083333",245,"1,319917","79,19502",,6,1,1,3,150,"1,05","52,5",55,"4,363636","231,818182","1,417131","75,097865",,,,,,,,,63,"1,301587","76,031746",",423906","24,768319",,,,,,,,,63,"5,301587","320,952381","1,739803","105,198835",,,,,,,,,63,"7,380952","250,714286","2,413332","82,081053",,,3,,,,,,60,2,120,",652974","39,178439",,2,,2,1,60,",35",21,59,"5,186441","310,677966","1,675148","100,321564",,,,1,7,210,"2,45","73,5",62,"16,983871","523,064516","5,446831","167,578995",,,1,2,5,300,"1,54","92,4",60,"8,516667",376,"2,7401","121,02098",,,,,,,,,63,"18,746032","687,142857","6,022011","220,413782",
1957338,568,36,,,,,,,532,"1,139098","17,12406",",373547","5,61551",,120,28,23,"1,304348","31,521739",",416264","10,128825",397,"3,347607","122,858942","1,082774","39,78692",,430,12,12,3,180,",971543","58,292555",114,"4,017544","240,789474","1,320811","79,156542",,146,94,104,"3,307692","158,557692","1,023912","48,681847",224,"4,84375","273,392857","1,540661","87,111922",,260,5,,,,,,303,"3,158416","187,326733","1,001731","59,391657",,,10,5,3,150,",917407","46,505556",553,"6,16094","298,399638","2,014573","97,486083",,,,,,,,,568,"15,130282","493,380282","4,91752","160,853204",,14,17,,,,,,537,"2,042831","122,569832",",667397","40,043813",,127,73,254,"1,007874","60,23622",",352335","21,057432",114,"7,482456","591,447368","2,363704","186,276902",,,30,71,"7,450704","245,492958","2,499971","82,359864",467,"16,805139","549,550321","5,359912","174,822471",,34,46,91,"4,813187","144,395604","1,582256","47,467677",397,"8,801008","264,370277","2,808152","84,392454",,,,1,6,210,"2,1","73,5",567,"17,186949","670,608466","5,526473","214,82003",
1957339,291,213,,,,,,,78,1,15,",335169","5,027539",,27,,7,1,30,",324074","9,722222",257,"1,225681","66,653696",",405763","22,164244",,288,2,,,,,,1,4,240,"1,4",84,,68,108,81,"2,271605","132,777778",",748529","43,680255",34,"3,5","202,941176","1,150709","66,892218",,12,6,,,,,,273,"3,637363","190,43956","1,195296","62,739899",,6,110,103,"6,067961","139,368932","2,051311","47,140378",72,"10,083333","217,291667","3,299159","71,451603",,,23,5,"3,4",92,"1,027995","27,698374",263,"4,920152","188,346008","1,630399","62,880583",,99,138,27,2,110,",643936","35,416453",27,2,120,",676577","40,594631",,285,3,2,3,90,",777778","23,333333",1,4,120,"1,4",42,,,1,2,7,255,"2,45","89,25",288,"39,052083","1338,697917","12,785993","438,198176",,2,11,35,5,"184,571429","1,642355","60,101732",243,"13,526749","724,691358","4,440662","237,800889",,,11,15,"8,4",258,"2,527956","77,938695",265,"13,011321","409,132075","4,262405","133,879364",
1957340,172,,,,,,,,172,"1,034884","30,988372",",342218","10,246183",,12,,4,1,40,",35",14,156,"1,730769","72,852564",",572789","24,147436",,146,8,8,2,"146,25",",664352","48,684028",10,3,"217,5",",941111","68,230555",,77,9,5,"3,8",177,"1,148518","53,783333",81,"9,641975","345,185185","3,132235","112,290673",,56,9,,,,,,107,"2,485981","116,35514",",791399","37,114543",,6,4,,,,,,162,"9,166667","460,308642","3,015792","150,703683",,,9,26,"7,307692","97,692308","2,500501","33,645227",137,"13,167883","296,861314","4,289254","96,758989",,9,10,4,2,105,",684445","35,933333",149,"2,348993","135,704698",",773623","44,710788",,71,6,12,"2,333333",70,",723257","21,697712",83,"4,506024","164,819277","1,471703","52,950292",,,1,5,"7,6",267,"2,66","93,45",166,"21,03012","647,590361","6,831323","210,544241",,5,8,71,"4,901408","230,28169","1,647692","77,384375",88,"8,181818","339,204545","2,600316","108,419535",,3,4,39,"7,871795","242,307692","2,589908","79,711484",126,"13,444444","452,142857","4,369769","146,781723",
1957341,378,7,,,,,,,371,"3,261456","137,425876","1,041859","43,853203",,,,4,"1,5",30,",586765","11,426471",374,"4,874332","105,160428","1,515442","32,678352",,285,5,,,,,,88,2,240,",642322","77,078669",,144,29,29,"3,931034","176,896552","1,111116","50,000234",176,"7,863636","341,335227","2,394543","104,371781",,32,161,,,,,,185,"4,340541","218,675676","1,311443","65,746506",,4,25,15,"3,066667",153,"1,037607","51,548811",334,"5,88024","348,907186","1,872094","110,75619",,,,,,,,,378,"22,568783","522,248677","7,120782","166,08874",,10,5,,,,,,363,"3,112948","186,77686","1,000813","60,048753",,13,246,15,"2,466667",74,",734482","22,034468",104,"7,153846","222,692308","2,192327","68,363031",,,7,65,"8,615385","308,307692","2,573898","92,326074",306,"16,454248","693,186275","5,137192","216,313478",,49,11,42,"5,119048","153,571429","1,686598","50,597953",276,"8,916667","267,5","2,746619","82,398555",,,2,2,6,180,"2,27193","68,157895",374,"28,807487","1003,395722","8,95113","312,31606",
1957342,87,,,,,,,,87,"1,793103","41,896552",",591638","13,822382",,6,3,38,"1,868421",30,",62752","10,031946",40,"3,1","57,375",",990801","18,325129",,80,3,,,,,,4,4,200,"1,348148","67,407408",,5,21,43,"5,023256","150,697674","1,657885","49,736535",18,"9,666667",290,"3,245827","97,374815",,23,,3,"1,333333","46,666667",",450505","15,606061",61,"1,360656","69,016393",",435831","22,357037",,,47,5,"2,4",130,",698709","39,900922",35,"3,457143","211,142857","1,135897","69,388228",,,1,5,"5,6",98,"1,811498","31,697814",81,"8,111111","220,555556","2,670261","72,01826",,,11,,,,,,76,"2,223684","148,223684",",724793","48,355046",,77,,1,2,60,",7",21,9,"3,333333",180,"1,065781","56,94686",,,2,17,"7,882353","303,529412","2,635353","101,486446",68,"14,088235","521,764706","4,543545","168,442215",,,4,34,"5,411765","190,588235","1,7689","62,439884",49,"7,816327","265,408163","2,520878","85,695672",,,3,15,"7,733333","309,666667","2,560698","102,680355",69,"13,73913","498,550725","4,446817","161,261568",
1957343,37,,,,,,,,37,1,"26,351351",",322235","8,408373",,,,,,,,,37,"3,891892","128,648649","1,259799","40,778202",,37,,,,,,,,,,,,,,19,10,"4,1",123,"1,483333","44,5",8,13,"367,5","4,542759","128,494253",,,,,,,,,37,"6,378378","362,972973","1,895374","107,969026",,1,,,,,,,36,"7,138889","442,916667","2,259858","140,692999",,,,,,,,,37,"12,594595","500,27027","4,026173","158,378959",,,9,,,,,,28,"2,892857","173,571429",",877446","52,64675",,29,7,1,3,75,",84",21,,,,,,,,24,10,"7,5","346,5","2,406944","111,084375",3,"10,666667",440,"3,866345","159,275362",,29,,8,"5,5",275,"1,91454","95,406513",,,,,,,,,,,,,,37,"31,216216","1764,72973","9,714639","548,262942",
1957344,225,,,,,,,,225,1,15,",337047","5,055708",,,,,,,,,225,"14,662222","429,111111","4,92065","144,376676",,134,9,28,3,"145,714286",",994601","48,480367",54,4,200,"1,339863","66,993152",,208,5,5,"4,6",138,"1,501111","45,033333",7,"6,571429","197,142857","2,133333",64,,4,,181,1,50,",34094","17,047011",40,"4,9","150,75","1,5304","47,459838",,10,97,15,"2,133333",124,",727885","42,273118",103,"8,796117","421,213592","2,899404","139,574484",,,56,2,"3,5",105,"1,225","36,75",167,"7,51497","255,538922","2,500607","85,689122",,,129,,,,,,96,"2,03125","121,875",",682271","40,936236",,2,28,182,"1,005495","60,164835",",352431","21,103142",13,6,290,"2,069231","99,653846",,,1,8,"12,625","275,625","3,908382","84,782818",216,"17,064815","373,611111","5,688229","123,881907",,1,,1,4,120,"1,4",42,223,"9,672646","290,179372","3,195942","95,878247",,,2,2,"11,5",285,"3,525926","85,231482",221,"26,638009","989,434389","8,776899","325,859434",
1957345,37,,,,,,,,37,"2,27027","36,486486",",614322","9,922824",,,,,,,,,37,"5,675676","186,486486","1,516337","50,064023",,18,13,2,3,180,",578125","34,6875",4,"4,25",240,"1,155556","65,638889",,,1,8,"6,75",225,"1,556858","52,162037",28,"11,678571","376,428571","3,156797","101,792164",,,2,,,,,,35,"2,771429","115,428571",",739185","30,943494",,,3,6,"4,333333",130,"1,179343","35,380303",28,"6,142857","265,714286","1,689964","72,031868",,,,,,,,,37,"13,675676","398,243243","3,695934","107,903544",,,3,6,"2,833333",90,",625046","20,151389",28,"4,285714","158,571429","1,21356","44,819287",,28,1,3,4,120,",835185","25,055556",5,"5,8",174,"1,390278","41,708333",,,13,7,10,"308,571429","2,409226","74,499008",17,"15,117647","455,294118","4,07221","122,7278",,1,9,,,,,,27,"16,259259","975,555556","4,352554","261,153236",,,1,1,10,600,"2,592593","155,555556",35,"19,571429","1134,857143","5,121365","298,463456",
1957346,586,566,4,4,"1,25",10,",40947","3,299242",12,"1,083333","40,416667",",350355","13,076574",,3,,5,1,30,",302668","9,080031",578,"2,449827","77,733564",",811598","25,745563",,410,13,14,3,150,",985928","49,296395",149,"4,691275","234,563758","1,565062","78,253112",,211,21,122,"3,155738","157,786885","1,012738","50,636913",232,"3,99569","199,784483","1,335643","66,782185",,209,,45,1,50,",330864","16,543197",332,"4,768072","271,084337","1,570859","89,361201",,277,95,35,"2,171429","145,714286",",704117","47,345433",179,"2,72067","263,49162",",897784","86,894312",,,10,20,"4,55","90,5","1,545551","30,760338",556,"8,07554","289,604317","2,676009","96,061103",,4,22,76,2,105,",678236","35,607354",484,"2,964876","163,543388",",980739","54,096454",,122,117,195,"1,066667",62,",360165","21,01804",152,"2,947368","150,789474",",965476","49,459875",,,14,22,8,"253,863636","2,594784","82,050118",550,"20,710909","674,272727","6,809678","221,799375",,174,176,60,"4,85","145,5","1,582986","47,489566",176,"9,403409","282,102273","3,084358","92,530728",,,9,7,"7,857143","242,142857","2,620528","81,001946",570,"16,989474","566,5","5,588454","186,330777",
1957347,61,46,,12,1,10,",279778","2,797779",3,"2,666667","96,666667",",574608","18,724626",,1,,,,,,,60,"7,85",141,"2,145575","38,701834",,49,12,,,,,,,,,,,,2,2,1,8,320,"1,435897","57,435897",56,"8,625","342,857143","2,406388","95,422176",,2,,,,,,,59,"8,813559","433,220339","2,343989","118,421744",,1,3,53,2,"159,622642",",58004","46,25645",4,"3,25","197,5",",891661","53,231127",,,,1,4,100,"1,555556","38,888889",60,"23,133333","799,5","6,539085","224,503662",,1,2,1,1,90,",35","31,5",57,"3,614035","325,263158",",984046","88,564148",,33,11,10,2,80,",612809","24,512358",7,"9,571429","382,857143","2,44086","97,634409",,1,,,,,,,60,"28,583333","876,5","7,856396","241,150938",,,,,,,,,61,"12,672131","414,918033","3,488399","113,456057",,,,,,,,,61,"23,918033","900,57377","6,547028","246,205926",
1957348,160,13,,,,,,,147,"1,176871","18,29932",",353169","5,487105",,1,,12,1,30,",341049","10,231482",147,"3,646259","123,741497","1,068748","36,441907",,129,11,5,3,174,",935556","54,033333",15,5,276,"1,408114","78,012458",,2,27,50,"5,18","176,1","1,460436","49,437215",81,"6,358025","258,148148","1,947614","79,006263",,107,4,3,1,45,",316667","14,25",46,"2,673913","151,630435",",773404","43,825973",,4,37,4,"2,75","142,5",",781019","40,347222",115,"3,121739","286,956522",",941355","86,530795",,,,,,,,,160,"9,68125","419,40625","2,893035","125,684923",,3,6,,,,,,151,"2,821192","169,271523",",844342","50,660543",,90,6,3,"2,333333",80,",647552","22,019157",61,"7,016393",240,"2,017899","68,935108",,,1,17,9,270,"2,726857","81,805695",142,"13,93662","436,690141","4,070171","127,401291",,15,3,,,,,,142,"22,28169","1279,225352","6,553798","375,7982",,,2,9,"8,222222",270,"2,62246","86,235535",149,"21,731544","688,456376","6,331884","201,215703",
1957349,122,1,,,,,,,121,1,30,",299289","8,978675",,1,,1,1,30,",259259","7,777778",120,"1,391667","71,5",",416255","21,388827",,83,12,26,3,190,",87563","55,45653",1,4,265,",823529","54,558824",,61,5,17,"2,764706","161,176471",",782871","45,752208",39,"3,769231","225,128205","1,1007","65,683027",,30,,,,,,,92,"3,48913","242,282609","1,0222","70,479913",,,2,45,"5,355556","149,555556","1,509574","40,699053",75,"9,4","249,933333","2,988398","77,667923",,,,,,,,,122,"14,04918","666,188525","4,156123","197,226673",,2,3,,,,,,117,"2,726496","163,589744",",81352","48,811164",,100,2,2,3,90,",777778","23,333333",18,"5,833333","252,5","1,635549","71,007123",,17,5,2,7,210,"2,45","73,5",98,"21,704082","819,489796","6,278527","237,578483",,46,6,2,"5,5",165,"1,652778","49,583334",68,"14,735294","442,058824","4,220279","126,608378",,1,2,1,6,180,"2,1",63,118,"20,144068","615,762712","5,899384","180,050747",
1957350,486,82,,,,,,,404,"1,061881","43,886139",",355406","14,741112",,1,1,,,,,,484,"4,975207","201,342975","1,632813","66,330849",,357,14,21,2,150,",662178","49,663331",94,"3,095745","216,382979","1,055251","73,755871",,70,61,93,5,"161,236559","1,596654","51,504716",262,"7,114504","250,591603","2,32165","81,303937",,86,,12,1,45,",325154","14,631945",388,"3,023196","175,373711",",981512","57,004405",,4,31,104,"2,596154","127,740385",",863298","42,410294",347,"4,657061","237,391931","1,542435","78,562117",,,6,2,"3,5","97,5",",991667",28,478,"9,006276","356,997908","2,963738","117,765111",,8,32,,,,,,446,"2,656951","173,475336",",876932","57,262233",,347,25,17,"2,235294","67,058824",",724769","21,74307",97,"5,917526","179,43299","1,928697","58,552489",,1,,1,8,210,"2,8","73,5",484,"24,39876","899,834711","7,880492","290,979121",,138,33,40,"4,8","219,75","1,615057","74,884351",275,"10,141818","458,836364","3,271518","148,133992",,2,2,5,8,246,"2,60037","79,566667",477,"16,633124","499,811321","5,413348","162,669487",
1957351,65,,,,,,,,65,"2,415385","84,230769",",702414","24,548869",,,1,4,1,30,",322743","9,682292",60,"5,583333","116,416667","1,594427","33,269565",,50,15,,,,,,,,,,,,2,,2,4,160,"1,2",48,61,"12,819672","507,295082","3,659125","144,881683",,26,,12,"1,25","43,333333",",367346","12,119908",27,"6,814815","144,259259","1,971406","41,644163",,,,15,"4,266667","157,333333","1,346916","49,236092",50,"6,2","255,8","1,81058","74,59654",,,,,,,,,65,"15,646154",576,"4,617238","169,258783",,1,2,,,,,,62,"3,596774","213,870968","1,073857","63,786264",,4,36,8,"3,625","101,25",",842334","23,495404",17,"5,941176","165,882353","1,760884","48,916583",,,,5,10,403,"2,595157","103,138914",60,"17,1","759,166667","4,972681","220,65012",,,,,,,,,65,"15,046154","601,846154","4,331639","173,265547",,,1,7,"10,857143","434,285714","2,649105","105,964214",57,"15,263158","610,526316","4,49621","179,848383",
1957352,431,3,,,,,,,428,"2,03972","60,350467",",705044","20,892721",,1,1,,,,,,429,"4,5338","123,356643","1,563124","42,569291",,339,25,35,2,"162,857143",",704894","57,442638",32,"3,0625","245,15625","1,08691","87,007474",,181,32,89,"2,157303","143,089888",",724119","48,094995",129,"3,007752","195,930233","1,059895","69,037886",,131,,,,,,,300,"1,636667","96,35",",560374","32,974915",,11,67,25,2,"127,8",",681068","44,150416",328,"2,670732","249,64939",",921273","86,11284",,,,,,,,,431,"14,809745","395,011601","5,126549","136,710417",,1,,,,,,,430,"2,246512","127,674419",",77283","43,891688",,50,157,60,"1,75","71,25",",619068","25,303934",164,"4,067073","205,243902","1,393413","70,347084",,3,28,25,"7,52","301,2","2,500842","100,119444",375,"16,362667","598,013333","5,649059","206,416656",,16,10,12,"5,166667","217,083333","1,783665","74,755662",393,"11,862595","597,493639","4,084111","205,742959",,1,3,11,"7,636364","229,090909","2,629541","78,886215",416,"24,362981","756,237981","8,378589","260,129073",
1957353,255,7,,,,,,,248,"1,028226","61,330645",",309727","18,476299",,,,3,2,30,",639506","9,592593",252,"4,265873","123,313492","1,276122","36,78743",,200,3,4,2,150,",7","52,5",48,"3,770833","282,8125","1,124906","84,367928",,109,15,34,"5,441176","178,235294","1,528275","50,279277",97,"7,402062","245,876289","2,125629","71,184494",,1,52,2,2,40,",447262","8,945233",200,"2,6","115,2",",768267","33,80232",,,,59,"2,305085","125,423729",",720009","39,552233",196,"3,244898","275,510204",",959592","81,504797",,,,,,,,,255,"10,501961","426,647059","3,150575","127,771263",,1,,,,,,,254,"3,708661","222,519685","1,112162","66,729744",,6,222,6,"3,166667",90,",86781","24,51348",21,"7,095238","283,571429","1,982483","77,581442",,,3,14,"9,142857","274,285714","2,553704","76,611114",238,"22,848739","821,680672","6,64691","240,02301",,11,12,33,"5,575758","167,272727","1,659707","49,791204",199,"8,763819","262,914573","2,49784","74,935209",,,2,4,"9,5",285,"2,75112","82,533597",249,"19,915663","598,313253","5,674524","170,425434",
1957354,238,67,,,,,,,171,"1,321637","20,701754",",444169","6,971175",,2,,4,2,30,",7","10,5",232,"3,823276",120,"1,290625","40,541149",,164,17,22,3,180,"1,027765","61,665869",35,"4,028571","241,714286","1,352222","81,133333",,92,55,15,"3,133333",165,",903087","46,588889",76,"4,157895","245,921053","1,394371","82,454678",,15,6,56,"1,035714","45,178571",",357199","15,573978",161,"2,763975","96,708075",",923842","32,293509",,1,14,51,"2,156863","146,470588",",736856","50,253086",172,"3,267442","224,127907","1,100692","75,55797",,,33,4,"4,25","97,5","1,4875","34,125",201,"9,238806","182,512438","3,128085","61,761828",,1,8,19,"2,052632","81,052632",",691705","27,299785",210,"3,266667","151,785714","1,102876","51,243849",,209,4,2,"2,5",75,",738889","22,166667",23,"3,173913","95,217391","1,091143","32,7343",,,,,,,,,238,"21,508403","677,079832","7,169453","225,620577",,11,10,4,"5,5",165,"1,718477","51,554293",213,"7,164319","214,929577","2,388199","71,645979",,1,,1,8,240,"2,8",84,236,"22,415254","672,457627","7,487764","224,632929",
1957355,54,8,,,,,,,46,"1,673913","25,108696",",479344","7,190157",,3,,,,,,,51,"3,803922","102,54902","1,076703","29,092407",,47,,1,3,180,",636364","38,181818",6,5,200,"1,474739","58,989561",,3,4,11,"6,727273","201,818182","1,765113","52,953379",36,"9,527778","285,833333","2,684791","80,54372",,3,,1,1,40,",304348","12,173913",50,"3,38","187,1",",950492","52,414766",,3,,,,,,,51,"6,235294","454,019608","1,766785","128,446301",,,,,,,,,54,"15,185185","659,907407","4,355537","189,598206",,1,,3,2,90,",505232","22,73545",50,"2,04","122,4",",586345","35,180657",,15,37,,,,,,2,5,150,"1,4",42,,,12,14,"9,642857","289,285714","2,510324","75,309736",28,"13,785714","411,428571","4,163894","124,339899",,2,3,19,"5,842105","175,263158","1,667398","50,021941",30,"10,466667",314,"2,827999","84,839985",,,,,,,,,54,"27,333333",820,"7,615985","228,47954",
1957356,57,1,,,,,,,56,"1,571429","56,785714",",428866","15,466995",,,,1,1,30,",333333",10,56,"2,732143","84,375",",745314","23,0587",,34,3,10,3,180,",824384","49,463009",10,4,240,"1,054781","63,28683",,,1,2,6,180,"1,847222","55,416667",54,"12,925926","387,777778","3,426356","102,790685",,,,,,,,,57,"2,017544","121,052632",",551642","33,098493",,,,2,3,150,",777778","38,888889",55,"5,4","322,909091","1,485611","88,939324",,,,,,,,,57,"24,105263","710,614035","6,537097","192,628801",,,1,,,,,,56,"2,767857","165,535714",",753256","45,045366",,1,17,14,"3,071429","92,142857",",793675","23,81026",25,"4,2","127,2","1,18173","35,72286",,,1,4,"10,5",345,"2,590278","83,541667",52,"20,096154","639,807692","5,410328","172,539402",,,,,,,,,57,"21,45614","971,052632","5,707508","258,968493",,,1,,,,,,56,"20,232143","604,821429","5,421724","162,134491",
